Mormon,Utah History,Utah's Diverse People,UT.2.2,Students will compare the causes and lasting effects of various non-Mormon groups migrations to Utah. (history)
Mormon,Utah History,Utah's Diverse People,UT.2.4,"Students will research multiple perspectives to explain one or more of the political, social, cultural, religious conflicts of this period, including the U.S. Civil War and more localized conflicts such as the Utah War, the Mountain Meadows Massacre, the Bear River Massacre, the Black Hawk War, or other Federal-Mormon conflicts. (history)"
Orthodox,,,,
Jesus,,,,
Bible,,,,
,,,,
Muslim,,,,
Islam,Grade 6,World Civilivations,6.1.2,"Throughout their study of world history, recognize the origins of major world religions (including Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism). Evaluate the role religion played in the development of civ- ilizations, colonization, imperialism, and independence movements."
Islam,Grade 6,Globalization,6.2.1,"Summarize key tenets of the major world religions (includ- ing Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism)."
Islam,Grade 6,Globalization,6.2.2,"Use primary and secondary sources to explain how the spread of religious ideas during the post-classical era influenced globalization (for example, spread of Islam, Crusades, cultural expression through art and architecture, Reformation)."
Ramadan,,,,
Sunni/Shia,,,,
,,,,
Judaism,Grade 6,World Civilivations,6.1.2,"Throughout their study of world history, recognize the origins of major world religions (including Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism). Evaluate the role religion played in the development of civ- ilizations, colonization, imperialism, and independence movements."
Judaism,Grade 6,Globalization,6.2.1,"Summarize key tenets of the major world religions (includ- ing Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism)."
Jew(ish),,,,
Hanukkah/,,,,
Holocaust,,,,
Antisemitism,,,,
Israel/Israelite,,,,
Hebrew,,,,
Tanak,,,,
,,,,
Hindu/Hinduism,Grade 6,World Civilivations,6.1.2,"Throughout their study of world history, recognize the origins of major world religions (including Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism). Evaluate the role religion played in the development of civ- ilizations, colonization, imperialism, and independence movements."
Hindu/Hinduism,Grade 6,Globalization,6.2.1,"Summarize key tenets of the major world religions (includ- ing Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism)."
,,,,
Buddhism/Buddhist,Grade 6,World Civilivations,6.1.2,"Throughout their study of world history, recognize the origins of major world religions (including Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism). Evaluate the role religion played in the development of civ- ilizations, colonization, imperialism, and independence movements."
Buddhism/Buddhist,Grade 6,Globalization,6.2.1,"Summarize key tenets of the major world religions (includ- ing Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism)."
,,,,
Sikhism,Grade 6,World Civilivations,6.1.2,"Throughout their study of world history, recognize the origins of major world religions (including Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism). Evaluate the role religion played in the development of civ- ilizations, colonization, imperialism, and independence movements."
Sikhism,Grade 6,Globalization,6.2.1,"Summarize key tenets of the major world religions (includ- ing Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism)."
,,,,
Mosque,,,,
Temple,,,,
Synagogue,,,,
Church,,,,
Genocide,,,,
Persecution,,,,
Pilgrim/Pilgrimage,,,,
Mission/missionary/missionaries,,,,
Shaman,,,,
,,,,
Bahai/Baha 'i,,,,
Confucian/Confucianism/Confucius,Grade 6,World Civilivations,6.1.2,"Throughout their study of world history, recognize the origins of major world religions (including Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism). Evaluate the role religion played in the development of civ- ilizations, colonization, imperialism, and independence movements."
Confucian/Confucianism/Confucius,Grade 6,Globalization,6.2.1,"Summarize key tenets of the major world religions (includ- ing Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism)."
Jain/Jainism,,,,
Tao/Taoism/Dao/Daoism/,Grade 6,World Civilivations,6.1.2,"Throughout their study of world history, recognize the origins of major world religions (including Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism). Evaluate the role religion played in the development of civ- ilizations, colonization, imperialism, and independence movements."
Tao/Taoism/Dao/Daoism/,Grade 6,Globalization,6.2.1,"Summarize key tenets of the major world religions (includ- ing Buddhism, Christianity, Confucianism, Hinduism, Islam, Judaism, Sikhism, Taoism)."
Shinto/Shintoism,,,,
Zoroastrianism,,,,
,,,,
Reformation,Grade 6,Globalization,6.2.2,"Use primary and secondary sources to explain how the spread of religious ideas during the post-classical era influenced globalization (for example, spread of Islam, Crusades, cultural expression through art and architecture, Reformation)."
Crusade,Grade 6,Globalization,6.2.2,"Use primary and secondary sources to explain how the spread of religious ideas during the post-classical era influenced globalization (for example, spread of Islam, Crusades, cultural expression through art and architecture, Reformation)."
Lao Tzu,,,,
Holi,,,,
Holy,,,,
Kwanzaa,,,,
Diwali,,,,
theology,2026-07-12 00:00:00,Global Conflicts (1914 C.E.-1989 C.E.),WH Standard 6.3,"Students will explain the political ideas at the heart of decolonization, independence movements, and the formation of new political systems, such as liberation theology, civil disobedience, autonomy, separatist movements, and pan-Africanism."
